CustomerID,Response_Cmp1,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5
18737,0,0,0,0,0
26393,0,0,1,0,0
8675,0,0,0,0,0
9527,0,0,0,0,0
12092,0,0,0,0,0
5924,0,0,0,0,0
21254,0,0,0,0,0
26063,0,0,0,0,0
6872,0,1,1,0,0
9845,0,0,0,0,0
28061,1,0,0,0,0
5825,0,0,0,0,0
27992,0,0,0,0,0
27470,0,0,0,0,0
26327,0,0,0,0,0
15452,0,0,0,0,0
13001,0,0,1,0,0
27593,0,0,0,0,0
11876,0,0,1,0,0
23333,0,0,0,0,0
26864,0,0,0,0,0
7808,0,0,0,0,0
6116,0,0,0,0,0
24149,1,0,0,0,0
18488,1,0,0,0,0
17252,0,0,0,0,0
28559,1,0,0,0,1
22715,0,0,0,0,0
5510,0,0,0,0,0
12989,0,0,0,0,0
33302,0,0,0,0,0
33401,0,0,0,0,0
15023,0,0,0,0,0
13754,0,0,0,0,0
24611,0,0,1,0,0
17819,0,0,0,0,0
15374,0,0,0,0,0
14348,0,0,0,0,0
15482,0,0,0,1,0
9578,0,0,0,0,0
13964,0,0,0,0,0
30545,0,1,0,0,0
7361,0,0,0,0,0
16904,0,0,0,0,0
14684,0,0,0,0,0
33884,0,0,0,0,0
16964,0,0,0,0,0
31244,0,0,0,0,0
7181,0,0,0,0,0
24809,0,1,0,0,0
26732,0,0,0,0,0
25859,0,0,0,0,0
27539,0,0,0,0,0
23579,0,0,0,0,0
8651,0,0,0,0,0
29066,0,0,0,0,0
5894,0,0,0,0,0
8234,0,0,0,0,0
9746,0,0,0,0,0
8549,0,0,0,0,0
6974,0,0,0,0,0
30788,0,0,0,0,0
5117,0,0,0,0,0
12614,0,0,0,0,0
27308,0,0,0,0,0
6740,0,0,0,0,0
21062,0,0,0,0,0
14630,0,0,0,0,0
26870,0,0,0,0,0
16439,0,1,0,0,1
29546,0,0,0,0,0
7394,0,0,0,0,0
9101,0,0,0,0,0
14276,0,0,0,0,0
26972,0,0,0,0,0
29810,0,0,0,0,0
16907,0,0,0,0,0
7106,0,0,0,0,0
12932,0,0,0,0,0
7733,0,0,0,0,0
33542,0,0,0,0,0
20735,0,0,0,0,0
11750,0,0,0,0,0
15662,0,0,0,0,0
34676,1,0,0,0,0
10100,0,0,0,0,0
21218,0,0,0,0,0
31721,0,0,0,0,0
10274,0,0,0,0,0
21122,0,0,0,0,0
9368,0,0,0,0,0
8477,0,0,0,0,0
18998,0,0,0,0,0
16751,0,1,1,1,0
34442,0,0,0,0,0
26114,0,0,0,0,0
28865,0,0,0,0,0
8426,0,0,0,0,0
31622,0,0,0,0,0
23456,0,0,0,0,0
24839,0,0,0,0,0
12788,0,0,0,0,0
28871,0,0,0,0,0
34022,0,0,0,0,0
28028,0,1,1,1,1
22052,0,0,0,0,0
23627,1,0,1,1,1
23537,0,0,0,0,0
26042,0,0,0,0,0
17639,1,0,0,0,0
17003,0,0,0,0,0
26819,0,0,0,0,0
33641,0,0,0,0,0
34244,0,0,0,0,0
24950,0,0,0,0,0
28565,0,0,0,0,0
27908,0,0,0,0,0
5585,0,0,0,0,0
7265,0,0,0,0,0
6914,0,0,0,1,0
31901,0,0,0,0,0
30506,0,0,0,0,0
11831,0,0,1,1,0
26549,0,0,0,0,0
32966,0,0,0,0,0
14378,0,0,0,0,0
12200,1,0,0,0,0
20570,0,0,0,0,0
10217,0,0,0,0,0
22580,0,1,1,0,0
32768,0,0,0,0,0
7943,1,0,1,0,0
24107,0,0,0,0,0
21758,0,1,0,0,0
11321,0,0,0,0,0
17498,1,0,0,0,0
5861,0,0,0,0,0
29537,1,0,0,0,0
17045,0,0,0,0,0
20831,0,0,0,0,0
14270,0,0,0,0,0
15620,1,0,1,1,0
16052,0,0,1,0,0
22139,0,0,0,0,0
34862,1,0,0,0,0
30521,1,0,0,0,0
33563,0,0,0,0,0
16451,0,0,0,0,0
11807,0,1,1,1,0
10541,0,0,0,0,0
26378,0,0,0,0,0
9332,0,0,1,1,0
32927,1,0,0,0,0
6578,0,1,0,0,0
6953,0,0,0,0,0
20396,0,0,0,0,0
20621,0,0,0,0,0
20912,0,0,0,0,0
31301,0,0,0,0,0
20174,0,0,0,0,0
11561,0,1,0,0,1
27902,0,0,0,0,0
27821,0,0,0,0,0
24710,1,0,0,1,0
12611,0,0,0,0,0
8009,0,0,0,1,0
26351,1,0,0,0,0
18068,0,0,0,0,0
19202,0,0,0,0,0
7628,0,0,0,0,0
31949,0,0,0,0,0
24887,0,0,0,0,0
7043,0,0,0,0,0
10571,0,0,1,0,0
26345,0,0,0,0,0
15224,0,0,0,0,0
26057,0,0,0,0,0
19652,0,0,0,0,0
12269,0,0,0,0,0
7754,0,0,0,0,0
12974,0,0,0,0,0
12977,0,0,0,1,0
31556,1,0,0,0,1
21365,0,0,0,0,0
6722,0,0,0,0,0
11591,0,0,1,0,0
24053,1,0,0,0,0
34439,0,0,0,0,0
6365,0,0,0,0,0
21668,0,0,0,0,0
15119,0,0,0,0,0
14207,0,0,0,0,0
9830,0,0,0,0,0
17246,1,0,1,0,0
8648,0,0,0,0,0
32567,0,0,0,0,0
34532,0,0,0,0,0
13520,0,1,0,1,0
9671,0,0,0,0,0
31985,0,0,0,0,0
33437,0,0,0,0,0
27689,0,0,0,0,0
8849,0,0,0,0,0
11780,0,0,0,0,0
8309,0,0,0,0,0
32201,0,0,0,0,0
9185,0,0,0,0,0
27887,0,0,1,0,0
24305,0,0,0,0,0
23393,0,0,0,0,0
7454,0,0,0,0,0
23423,0,0,0,0,0
24896,0,1,0,0,1
25013,0,0,0,0,0
16148,1,0,0,0,0
20300,0,0,0,0,0
29768,0,0,0,0,0
21851,0,0,0,0,0
5573,0,0,0,0,0
31976,0,0,0,0,0
16424,0,0,0,0,0
18161,0,0,0,0,0
15608,0,1,0,0,1
6050,0,0,0,0,0
15572,0,1,1,1,0
14369,0,0,1,0,0
6551,0,0,0,0,0
21860,0,0,1,0,0
14423,0,0,0,0,0
32375,0,1,0,1,0
15860,1,0,0,0,0
24518,0,0,0,0,0
19496,0,0,0,0,0
30803,0,0,0,0,0
19733,1,0,1,1,0
34712,0,0,0,0,0
11165,0,0,0,0,0
6305,0,0,0,0,0
7079,0,0,1,1,0
20897,0,0,0,0,0
14411,0,0,1,0,0
7655,0,1,0,0,0
20936,0,0,0,0,0
34475,1,0,0,0,0
19490,0,0,0,0,0
10841,0,0,0,0,0
6635,1,0,0,0,0
5939,0,0,0,0,0
30698,0,0,0,0,0
30911,0,0,0,0,0
25799,0,0,0,0,0
31832,0,0,1,0,0
32615,0,0,0,1,0
20582,0,0,0,0,0
14915,0,0,0,0,0
27497,0,0,0,0,0
33509,1,0,0,0,0
9401,0,0,0,0,0
8162,0,0,0,0,0
7130,0,0,0,0,0
7625,0,0,0,0,0
8060,0,0,0,0,0
21773,0,0,0,0,0
12167,0,0,0,0,0
27128,0,0,0,0,0
9461,0,0,0,0,0
5768,1,0,0,0,0
27065,0,0,0,0,0
25241,0,0,0,0,0
31910,0,0,0,0,0
14033,0,0,0,0,0
6281,0,0,0,0,0
31202,1,0,1,0,0
17648,0,0,0,0,0
8438,0,0,0,0,0
30038,0,0,0,0,0
21653,1,0,0,0,0
27368,0,1,0,0,0
12743,1,0,1,1,0
22004,0,0,0,0,0
25757,0,0,0,0,0
33794,0,0,0,0,0
28235,0,0,0,0,0
12455,0,0,0,0,0
25631,0,0,0,0,0
6530,0,0,0,0,0
32291,0,0,0,0,0
22277,0,0,0,0,0
32942,0,0,0,0,0
13571,0,0,0,0,0
18521,0,0,0,0,0
7949,0,0,0,0,0
29567,0,0,0,0,0
11093,0,0,0,0,0
23984,0,0,0,0,0
5876,0,0,0,0,0
26216,0,0,0,0,0
6500,0,0,0,0,0
33569,0,0,0,0,0
7880,0,1,1,0,0
26180,0,0,0,0,0
25460,0,1,1,0,0
19994,0,0,0,0,0
25268,0,0,0,0,0
21911,0,0,0,0,0
28160,0,0,0,0,0
5150,0,0,1,0,0
32456,0,1,0,0,0
32522,0,0,0,0,0
16181,0,0,0,0,0
9731,0,0,0,0,0
28379,0,1,1,0,0
20651,0,0,0,0,0
29447,0,0,1,1,0
21425,0,0,0,0,0
13460,0,0,0,0,0
20891,0,0,0,0,0
22622,0,0,0,0,0
10145,0,0,0,0,0
5504,0,0,0,0,0
5177,0,0,0,0,0
20450,0,0,0,0,0
22247,1,0,0,0,0
26534,0,1,0,0,0
22598,0,0,0,0,0
9173,0,0,0,0,0
17672,0,0,0,0,0
28043,0,0,0,0,0
33962,0,0,0,0,0
33281,0,0,0,0,0
21746,0,1,1,0,0
21296,0,0,0,0,0
16862,0,0,0,0,0
26522,0,0,0,0,0
22946,0,0,0,0,0
34796,0,0,0,0,0
6059,0,0,0,0,0
27074,0,0,0,0,0
9539,0,0,0,0,0
33692,0,0,0,0,0
8948,0,0,0,0,0
17171,0,0,0,0,0
21533,1,0,0,0,0
12767,0,0,0,0,0
17084,0,0,0,0,0
24194,0,0,0,0,0
25097,1,0,0,0,0
24044,0,0,0,0,0
9695,0,0,0,0,0
7127,0,0,0,0,0
29015,0,0,0,0,0
5153,0,0,0,0,0
32606,0,1,1,1,1
27347,0,0,0,0,0
21380,0,0,0,0,0
24647,0,0,0,0,0
25520,1,0,0,0,0
15635,0,0,0,0,0
8120,0,0,0,0,0
5339,1,0,0,0,0
25940,0,0,0,0,0
7817,0,0,0,0,0
27248,0,0,0,0,0
15389,0,0,0,0,0
24023,0,0,0,0,0
9806,0,0,0,0,0
16994,0,0,0,0,0
23741,0,0,0,0,0
9494,0,0,0,0,0
31991,0,0,0,0,0
31895,0,0,0,0,0
26759,0,0,0,0,0
31265,0,0,0,0,0
17510,1,0,0,0,0
9197,0,0,0,0,0
7040,0,0,0,0,0
30347,0,0,0,0,0
19892,0,0,0,0,0
28214,0,0,0,0,0
6284,0,0,0,0,0
23963,0,0,0,0,0
31421,1,0,0,0,0
7013,0,0,0,0,0
14513,0,0,0,0,0
13679,0,0,0,0,0
12098,0,0,0,0,0
23039,0,0,0,0,0
20426,0,1,0,0,0
32900,0,0,0,0,0
23030,0,0,0,0,0
15926,0,0,0,0,0
13778,0,0,0,0,0
23453,0,0,0,0,0
14186,0,0,1,1,0
21383,0,0,1,1,0
13655,0,0,0,0,0
18263,0,0,0,0,0
14027,0,0,0,0,0
21587,0,0,0,0,0
23678,0,0,0,1,0
5576,0,0,0,0,0
32744,0,0,0,0,0
16877,0,0,0,0,0
18224,0,0,0,0,0
33404,0,1,0,0,0
22406,0,1,0,0,0
8819,0,0,0,0,0
10625,0,0,0,0,0
34973,0,0,0,0,0
30752,1,0,0,0,0
15014,0,0,0,0,0
13925,0,0,0,0,0
33827,0,0,0,0,0
30671,0,0,0,0,0
28511,0,0,1,1,0
28175,0,0,0,0,0
17882,1,0,0,0,0
26951,0,0,0,0,0
33242,0,0,0,0,0
30326,0,0,0,0,0
33230,1,0,0,0,0
20702,0,1,1,1,0
7268,0,0,0,0,0
28136,0,0,0,0,0
7874,0,0,0,0,0
29795,0,0,0,0,0
32660,0,1,0,0,0
13862,0,1,1,1,0
24419,0,0,0,0,0
18854,0,0,0,0,0
24488,0,0,0,0,0
17576,0,1,0,0,0
22682,0,0,0,0,0
30536,0,0,0,0,0
10142,0,0,0,0,0
14651,0,0,0,0,0
18566,0,0,0,0,0
17717,0,0,0,0,0
8780,0,0,0,0,0
17441,1,0,0,0,0
18938,0,0,0,0,0
21158,0,0,0,0,0
19997,0,0,0,0,0
12437,0,0,0,1,0
32468,0,0,0,1,0
33134,0,0,0,0,0
15197,0,0,0,0,0
23948,0,0,0,0,0
8345,0,0,0,0,0
30629,0,0,0,1,0
31307,1,0,0,0,0
11192,1,0,0,0,0
11990,0,0,1,1,0
18917,0,0,0,0,0
11942,0,0,0,0,0
15977,1,0,0,1,0
20264,0,0,0,0,0
6554,0,0,0,0,0
27350,0,1,1,0,0
22079,0,0,0,0,0
24173,0,0,0,0,0
21950,0,0,0,0,0
30758,0,0,0,0,0
15953,0,0,0,0,0
5633,0,0,0,0,0
34937,1,0,0,0,0
33032,0,0,0,0,0
28418,0,0,0,0,0
20723,1,0,0,0,0
16589,1,0,0,0,0
31988,0,0,0,0,0
32747,0,0,0,0,0
34112,0,0,0,0,0
33365,0,0,0,0,0
26024,0,0,0,0,0
9047,0,0,0,0,0
32012,0,0,0,0,0
33695,0,0,1,1,0
29171,0,0,0,0,0
28976,0,0,0,0,0
33704,0,0,0,0,0
26270,0,0,0,0,0
12164,0,0,0,0,0
34346,0,0,0,0,0
8333,0,0,0,0,0
33173,0,1,0,0,0
18098,0,0,0,0,0
15554,0,0,0,0,0
17699,0,0,0,0,0
19142,0,0,0,0,0
9293,0,0,0,0,0
11504,0,0,0,0,0
16022,0,0,0,0,0
29744,0,0,0,0,0
11243,0,0,0,0,0
6323,1,0,1,0,0
16115,0,0,0,0,0
6101,0,0,0,0,0
27233,0,1,0,0,0
32897,0,0,0,0,0
26747,0,0,0,0,0
33572,0,0,0,0,0
24092,1,0,0,0,0
32183,0,0,0,0,0
30122,0,0,0,0,0
16460,0,0,0,0,0
7364,0,0,0,0,0
9416,0,0,0,0,0
10265,1,0,0,0,0
20393,1,0,0,0,0
13847,1,0,0,0,0
31544,0,1,0,1,0
9734,1,0,0,0,0
5219,0,0,0,0,0
12809,0,0,0,0,0
11315,0,1,1,1,1
6317,0,0,0,0,0
29000,0,0,0,0,0
16250,0,0,0,0,0
30845,1,0,1,1,0
34322,0,0,0,0,0
7712,0,0,0,0,0
22148,0,0,0,0,0
33731,0,0,0,0,0
6677,0,0,0,0,0
6803,0,0,0,0,0
29102,0,0,0,0,0
34217,0,0,0,0,0
31400,0,0,0,0,0
16433,0,1,1,1,0
17087,0,0,0,0,0
23855,0,0,0,0,0
13946,0,0,0,0,0
13052,0,0,0,0,0
25565,1,0,0,0,0
23090,0,0,0,0,0
11423,0,0,0,0,0
32549,0,0,0,0,0
26669,0,0,0,0,0
17690,0,0,0,0,0
15329,0,0,0,0,0
21275,0,0,0,0,0
8546,0,0,0,0,0
12968,0,0,0,0,0
29063,0,0,0,0,0
21212,0,0,0,0,0
34232,0,0,0,0,0
32693,0,0,0,0,0
13100,0,0,0,1,0
14495,0,0,0,0,0
17213,0,0,0,0,0
12434,0,0,0,0,0
21323,0,1,0,0,0
20837,0,1,0,0,0
6887,0,0,0,0,0
8843,0,1,0,0,0
15914,0,0,0,0,0
31331,0,0,1,0,0
14531,0,0,0,0,0
5702,0,1,0,0,0
11681,0,1,0,0,0
25721,0,0,0,0,0
14873,0,0,0,0,0
31253,0,0,0,0,0
25433,0,0,0,0,0
29819,1,0,0,0,0
34079,0,0,0,0,0
6524,0,1,0,1,0
30791,1,0,0,0,0
14213,0,0,0,0,0
24569,0,0,0,0,0
32396,0,0,0,0,0
31742,0,1,0,0,0
31109,1,0,0,0,0
5303,1,0,0,0,0
5942,0,0,0,0,0
12077,0,0,0,0,0
11903,0,0,0,0,0
30131,0,0,0,0,0
20945,0,0,0,0,0
19883,0,0,0,0,0
17381,0,0,0,0,0
18785,0,0,0,0,0
20315,1,0,1,0,0
25412,0,0,0,0,0
10334,0,0,0,0,0
25823,0,0,0,0,0
29135,0,0,0,0,0
30608,0,0,0,0,0
26855,0,0,0,0,0
11369,0,0,0,0,0
11204,0,1,0,0,0
32531,0,0,0,0,0
10415,0,0,0,0,0
10769,0,0,0,0,0
12035,0,1,0,1,0
23354,1,0,0,0,0
27131,0,0,0,0,0
25397,0,1,0,1,0
30464,0,0,0,0,0
33146,0,0,0,0,0
30254,0,0,0,0,0
29435,0,0,0,0,0
10691,0,0,0,0,0
12326,0,0,0,0,0
32555,0,0,0,0,0
25484,0,0,0,0,0
24770,0,0,0,0,0
8816,0,1,0,1,0
6278,0,1,1,1,0
18671,0,0,0,0,0
25934,0,0,0,0,0
8084,0,1,0,0,0
14783,0,0,0,0,0
27245,1,0,0,0,0
29294,0,0,0,0,0
23327,0,0,0,0,0
34559,0,0,1,1,0
30863,0,0,0,0,0
26084,0,0,0,0,0
8222,0,0,0,0,0
23198,0,0,0,0,0
31052,0,0,0,0,0
34811,0,0,0,0,0
5105,0,0,0,0,0
15911,0,0,0,0,0
26432,0,0,1,1,0
18197,0,0,0,0,0
21044,0,0,0,0,0
34229,0,0,0,0,0
11696,0,0,0,0,0
6251,0,0,0,0,0
29897,0,0,0,0,0
32906,0,0,0,0,0
23408,0,0,0,0,0
22145,0,0,0,0,0
5174,0,0,1,0,0
7607,0,0,0,0,0
24404,0,0,0,0,0
19958,0,0,0,0,0
22283,1,0,1,0,1
22451,0,0,0,0,0
13472,0,0,0,0,0
32846,0,0,0,0,0
12473,0,0,0,0,0
21377,1,0,0,0,0
28265,0,0,0,0,0
22646,0,0,0,0,0
6092,0,0,0,0,0
8807,0,0,0,0,0
34985,0,0,0,0,0
16268,0,0,0,0,0
18602,0,0,0,0,0
18902,0,0,0,0,0
19247,0,0,0,0,0
27176,0,0,0,0,0
22367,0,0,0,0,0
32870,0,0,0,0,0
12725,0,0,0,0,0
5126,0,0,0,0,0
24071,0,0,0,0,0
30881,0,0,0,0,0
19577,0,1,0,1,0
20648,0,0,0,0,0
20939,0,0,0,0,0
6755,0,0,0,0,0
27431,0,0,0,0,0
25271,0,0,0,0,0
16760,0,1,1,0,0
7802,0,0,0,0,0
30893,0,0,0,0,0
17462,0,0,0,0,0
24947,0,0,0,0,0
34304,1,0,0,0,0
11804,1,0,0,0,0
10931,0,0,0,0,0
27815,0,0,0,0,0
33359,0,0,0,0,0
30284,0,0,0,0,0
